ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,Ramoji Rao,ap employees,ap assembly session today,high court,alliance,Peddireddy ,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
KF-22sprZWo,2023-03-27,-0.9936645030975342,1387.0,TV9,342.0,12.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l8KxcdMMJzc,2023-03-27,-0.9986912608146667,2917.0,TV9,330.0,9.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sK33XXioYwk,2023-03-28,-0.99931538105011,35867.0,TV5,335.0,55.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMTo4tSgC7c,2023-04-01,-0.9994304776191713,7204.0,TV5,245.0,7.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ciTTxw--vQ,2023-04-01,-0.9986556768417358,1521.0,TV9,358.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OAs6oq_cj_U,2023-04-01,0.9320764541625975,1210.0,TV9,262.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
UowI5hoWSLU,2023-04-01,-0.9809439778327942,20798.0,TV5,280.0,41.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MfePppSbFCA,2023-04-02,-0.9993093013763428,7740.0,Sakshi,158.0,12.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HeXB43zPAoQ,2023-04-02,0.996874451637268,2699.0,TV9,164.0,11.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sD5HGBfG3o,2023-04-02,-0.9901726245880128,5983.0,Sakshi,239.0,10.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
JQFFn0RuAOY,2023-04-02,-0.9982568621635436,2255.0,TV9,283.0,15.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS2USRk-MZE,2023-04-03,-0.9990135431289672,20039.0,ABN,165.0,24.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpD3-8BPb8Q,2023-04-03,-0.9969569444656372,19102.0,ABN,272.0,11.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fEwxxEUzvm4,2023-04-04,-0.9878379106521606,1424.0,TV9,146.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kKd5F1OKR1I,2023-04-04,-0.988716185092926,19544.0,TV9,181.0,33.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iq11lYcuBXs,2023-04-04,0.9945650100708008,9845.0,Sakshi,316.0,31.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHCxdrTL9OA,2023-04-04,-0.9970281720161438,28647.0,TV5,190.0,27.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FeWnL70fJ3s,2023-04-04,-0.9986467957496644,5177.0,TV5,100.0,8.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fCSY7CNv0qQ,2023-04-05,-0.9983308911323548,452.0,TV9,196.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
HUOFjg95GW0,2023-04-05,-0.998102843761444,674.0,TV9,240.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEMH9m7knBw,2023-04-07,-0.9338887333869934,1579.0,TV9,318.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KfvN56G0Jgc,2023-04-11,0.9829696416854858,6402.0,ABN,325.0,3.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
TcHHcz2gnVc,2023-04-13,-0.9838107824325562,6512.0,TV9,309.0,23.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcazNpby5dw,2023-04-13,-0.9853479266166688,48950.0,TV9,211.0,110.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
W3FwXepp7hM,2023-04-13,-0.9988715052604676,79389.0,TV9,337.0,223.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xvIYQk-mDTU,2023-04-13,-0.9966678023338318,31815.0,TV9,205.0,79.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3MfVr50qgM,2023-04-15,-0.9874383807182312,6150.0,TV9,159.0,25.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA-CcS08vj4,2023-04-16,-0.9930508136749268,2689.0,TV9,302.0,4.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9b7E-IaPB5g,2023-04-17,0.9967376589775084,21795.0,ABN,220.0,16.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8RMYIbGFJ-Q,2023-04-17,0.992648422718048,144849.0,ABN,325.0,136.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3Ju-tJYYG7w,2023-04-17,0.9987668991088868,394.0,TV9,291.0,1.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66p5bOTrzf0,2023-04-17,-0.9959282279014589,1265.0,TV9,72.0,7.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BmwbAac4hVo,2023-04-17,-0.9969603419303894,1406.0,Sakshi,108.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ydnYyghhjfs,2023-04-18,0.9317772388458252,72091.0,ABN,175.0,110.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8rzJXHkx4os,2023-04-18,-0.9979265928268432,315.0,TV9,228.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m5dvzdtKa1g,2023-04-18,-0.9968867897987366,1909.0,TV9,195.0,9.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3iDB2KQ3JLw,2023-04-20,-0.9929149150848388,359.0,TV9,201.0,0.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
qhOTcUej0K8,2023-04-20,-0.999431312084198,485.0,TV9,245.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
xgAuWUkI_eU,2023-04-22,0.9985175728797911,16822.0,Sakshi,171.0,36.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4HDrENlIkyI,2023-04-22,0.9886296987533568,26940.0,ABN,42897.0,2.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8lDNtD61YM,2023-04-22,-0.9982064962387084,3426.0,TV5,145.0,6.0,kakinada_city.png,Dwarampudi Chandrasekhar Reddy,YSRCP,Kakinada_city,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
