ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
JYTfKFu-shY,2023-02-21,-0.9864293336868286,1045.0,TV9,284.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9jmhErAORC8,2023-02-21,-0.994932234287262,8735.0,ABN,53.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edmeqXDXcUo,2023-02-21,-0.9919463992118835,24789.0,TV9,182.0,42.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7BOMa9Ntai4,2023-02-21,0.971583127975464,541631.0,Sakshi,54.0,696.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTmaAnEp6Y0,2023-02-21,-0.9990766048431396,12222.0,TV5,190.0,19.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PnQkrSRBGUM,2023-02-21,-0.9749290347099304,35022.0,Sakshi,58.0,53.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UlFuH1yPYrA,2023-02-21,-0.9977778792381288,4206.0,TV9,120.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PzBYmRR9Uy8,2023-02-21,-0.9974961876869202,3263.0,TV9,218.0,10.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wy2m7oYHlWs,2023-02-21,0.9912452101707458,44522.0,Sakshi,31.0,48.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UewQXnnmtaU,2023-02-21,-0.9956161975860596,14236.0,TV9,220.0,10.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zFkCu5kMbBY,2023-02-21,0.989984393119812,1017.0,TV5,258.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKN0EwSGK1g,2023-02-21,-0.9987421631813048,6968.0,TV9,220.0,10.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0GeBu0syESA,2023-02-21,-0.9956707954406738,55355.0,TV9,260.0,55.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IXarlKZEzkE,2023-02-21,0.9686545133590698,3526.0,TV9,191.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mc3nJm_lR-k,2023-02-22,-0.9988232254981996,1533.0,ABN,119.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xs_j_wutXlE,2023-02-22,-0.9815000295639038,42919.0,TV9,306.0,81.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_MoK1pekke0,2023-02-23,0.9798054099082948,124416.0,TV9,168.0,128.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFQ3ep_tI2o,2023-02-23,-0.9985243678092957,2246.0,TV9,345.0,6.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wNvUp4F-ecA,2023-02-23,-0.9916976690292358,12595.0,TV9,43.0,24.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iLzGeYWwG80,2023-02-23,-0.9978095889091492,3693.0,TV5,160.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g332a4MAhdQ,2023-02-23,0.9969708919525146,5166.0,TV9,251.0,19.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8UhvVYVWKM,2023-02-23,0.998669981956482,48594.0,ABN,263.0,24.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
o2MJdp66JKI,2023-02-23,-0.9989200830459596,9531.0,ABN,170.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cH4_GWV0sAs,2023-02-24,-0.997038722038269,40178.0,Sakshi,165.0,50.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NRUT5QZZO3Y,2023-02-24,-0.9981439113616944,1782.0,TV9,259.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FzHTNDnXTwI,2023-02-24,-0.9994569420814514,25424.0,ABN,305.0,30.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ncp0_ZEcLdg,2023-02-24,-0.9987385869026184,928.0,ABN,162.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lzp8AM5QS3Y,2023-02-24,-0.9992875456809998,959.0,TV9,112.0,8.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-6gfRoGb5s,2023-02-24,-0.9900879263877868,1756.0,TV9,230.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
y3pGa1DHLEQ,2023-02-25,0.9928421974182128,4163.0,ABN,265.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICcdr_1dhEE,2023-02-25,-0.9878569841384888,16413.0,TV9,183.0,8.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5whhgUwwneo,2023-02-25,-0.9986452460289,6128.0,ABN,230.0,18.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRm7t3JqAB8,2023-02-25,-0.9964147806167604,53203.0,TV9,192.0,95.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IS52CgeN714,2023-02-25,0.983835995197296,10262.0,TV9,188.0,15.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tqqTjDhohNY,2023-02-25,-0.7924951314926147,161300.0,TV9,288.0,145.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
djcmxw2Mjag,2023-02-25,0.9852081537246704,3244.0,TV9,63.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bm-0YeDd5ec,2023-02-26,-0.994786262512207,825.0,TV9,64.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AiS_EsvRfuA,2023-02-26,-0.999293327331543,3389.0,TV9,307.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uqJ857JbQcQ,2023-02-26,-0.9976086616516112,1219.0,TV9,286.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G8bvd5_m4es,2023-02-26,0.9986587762832642,3177.0,TV9,270.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgIRT8zo3N0,2023-02-27,-0.99429190158844,804.0,TV9,312.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tqSMPqDMY30,2023-02-27,-0.9929323196411132,1907.0,TV9,340.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y656kyFt2XU,2023-02-28,-0.997052788734436,1190.0,ABN,240.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2-0Sa12h2E,2023-02-28,-0.993104875087738,302.0,ABN,264.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VKgBI3206Bs,2023-03-01,-0.998641312122345,14897.0,ABN,265.0,22.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c15dcP3vBrI,2023-03-01,0.9970406889915466,26699.0,ABN,285.0,30.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JHI0YShCk5o,2023-03-01,0.9963834285736084,2044.0,TV5,180.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wNw6W4iTWiE,2023-03-01,-0.9979799389839172,3499.0,ABN,125.0,10.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Y3vTTpLvJ98,2023-03-01,-0.9992884397506714,11977.0,ABN,260.0,53.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MsIMn2C3vmA,2023-03-01,-0.9935773015022278,3088.0,TV9,316.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mla54R5yjdk,2023-03-01,0.9885531663894652,1486.0,TV9,341.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
O_xc4jflUIM,2023-03-01,0.9785284996032716,27631.0,ABN,335.0,37.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o3J4meVjBo4,2023-03-02,0.9979950189590454,1196.0,TV9,282.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1TSOeD7CRI,2023-03-04,-0.998663067817688,7608.0,TV9,174.0,19.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAP_aYz0CtI,2023-03-04,0.9800506234169006,691.0,TV9,274.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eFJf0BYsCfA,2023-03-04,0.9915539622306824,92437.0,TV9,219.0,14.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ooQ5NlyC7-8,2023-03-05,-0.9989317059516908,960.0,TV9,277.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aVhtKryT_Hs,2023-03-05,-0.997974932193756,925.0,TV9,269.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flKe1XlSWDo,2023-03-05,-0.9941806197166444,1526.0,TV9,270.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
f3iCSwxAmzw,2023-03-05,-0.998616337776184,2734.0,TV9,143.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
JIaoAYHefJY,2023-03-05,-0.6409664154052734,4569.0,TV9,285.0,6.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8FN0CeKX1Pw,2023-03-05,-0.9994138479232788,2552.0,TV9,188.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
Jz5-ZAOYknU,2023-03-05,0.9038392305374146,3819.0,TV9,206.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SBJEE-stae8,2023-03-05,0.9967615008354188,2588.0,TV9,251.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rAaJ_tqGgls,2023-03-05,-0.9890549182891846,1934.0,TV9,125.0,17.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLtgd9RE4Vk,2023-03-06,-0.9679696559906006,56813.0,TV9,311.0,50.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yktRRb500ZU,2023-03-06,-0.9952049255371094,1101.0,TV5,305.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FYnh_QpHWk8,2023-03-06,-0.9976233839988708,2508.0,TV5,273.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dswKV69WQk,2023-03-07,0.9877203106880188,60086.0,TV5,303.0,29.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PTKwRn5IVo,2023-03-08,-0.9923946857452391,11631.0,TV5,325.0,38.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mJ1ybLuT-dg,2023-03-08,-0.9772183895111084,25024.0,TV5,235.0,31.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6gBdd2Juvyc,2023-03-08,0.9826760292053224,7156.0,ABN,190.0,21.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74kIEeJYWII,2023-03-08,-0.9921786785125732,577.0,TV9,163.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIuXXXMCwQs,2023-03-08,-0.9928733110427856,76162.0,Sakshi,221.0,249.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pOucXTAR9dc,2023-03-08,0.9972296357154846,453.0,TV9,272.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kXbKnFwRvGs,2023-03-08,-0.998798131942749,3938.0,TV5,260.0,5.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSIdI2Ulp-w,2023-03-08,-0.9784784317016602,17907.0,ABN,350.0,34.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LNk-oLHFBHU,2023-03-08,-0.9967103004455566,2755.0,TV5,210.0,5.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
QWmOolzXELk,2023-03-08,-0.9990229606628418,2316.0,TV9,247.0,6.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCjAizIR-cw,2023-03-08,-0.997831642627716,1336.0,TV5,65.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cYpnmZ2KdY,2023-03-09,-0.998081922531128,594.0,TV5,159.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fGfymoBmdkM,2023-03-09,-0.997143805027008,3646.0,ABN,290.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wi4qdqjajTQ,2023-03-09,-0.989897847175598,1981.0,TV9,329.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vg2dxOTbDzU,2023-03-09,-0.9994391798973083,1174.0,TV9,168.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9YyZjNs8O2c,2023-03-09,0.9684903025627136,20074.0,ABN,187.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q688L8q99bA,2023-03-09,-0.9981738328933716,2230.0,TV5,248.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNJ-CxpzsRU,2023-03-10,0.992439866065979,71596.0,ABN,315.0,98.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sqmTWPwa4ok,2023-03-10,0.9985221028327942,125554.0,ABN,259.0,71.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
id7YvTUNHgw,2023-03-11,0.9951423406600952,1130.0,TV9,42.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B6HQOSPHk20,2023-03-11,-0.9830406308174132,9514.0,TV9,346.0,30.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZ8wNVNtf2c,2023-03-12,0.9984512329101562,3643.0,Sakshi,152.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lbNY_cxhz0A,2023-03-13,-0.9987927675247192,1635.0,TV5,177.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EedHP3xW16o,2023-03-13,0.9985052347183228,16145.0,TV9,57.0,9.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uzG5SZQqw0I,2023-03-13,-0.9981867671012878,2400.0,TV5,331.0,6.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT21oFG9c5I,2023-03-13,0.9977892637252808,16070.0,TV5,181.0,44.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
