ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,venkatagiri.png,narsapuram_l.png,ankapalle.png,pulivendula.png,murali_krishna.png,nandyal.png,sattenapalli.png,Venkata_Mahesh.png,tekkali.png
FCI7QKUyYns,2023-01-31,263.0,39.0,23900.0,0.9953924417495728,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
C3CamUlLEMQ,2022-11-08,49.0,10.0,3817.0,0.9971523284912108,Sakshi,investors summit,0,0,0,0,1,1,0,0,0,0,0
vTN_7s4_XrU,2023-03-08,383.0,2.0,1530.0,0.99751615524292,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
W2qhJetwKiU,2023-03-04,122.0,2.0,1675.0,0.9980995059013368,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
vcC9NqaKCI0,2023-03-02,253.0,8.0,894.0,-0.980742573738098,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
u6r0CXvQ890,2023-03-03,279.0,120.0,116687.0,-0.9911220073699952,ABN,investors summit,0,0,1,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
2eTY85eiwtg,2023-03-14,206.0,7.0,2832.0,0.9965928196907043,Sakshi,investors summit,0,1,0,0,0,0,0,0,0,1,0
sPrAJfWdk1k,2023-02-06,82.0,1.0,389.0,0.9977071285247804,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
vZfqvQ6h5uI,2023-03-04,273.0,11.0,6839.0,0.9985920786857604,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,1
P3lpfYSJi8I,2023-03-05,289.0,10.0,1297.0,-0.9910495281219482,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
pooozUW1Zm0,2023-03-02,152.0,0.0,46991.0,-0.9973631501197816,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
dQXU1C8DwjM,2023-03-03,223.0,76.0,58142.0,-0.9991408586502076,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
gmU0hpzA5z0,2023-03-03,164.0,25.0,4092.0,0.9983381032943726,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
RMhD3DVPOMU,2023-03-01,259.0,84.0,18284.0,0.9908084273338318,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
YsYabGCA3OI,2023-03-06,499.0,2.0,1779.0,0.9951011538505554,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
KPLM1a-9CHc,2023-03-02,99.0,4.0,2256.0,0.9968563318252563,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
-m-pIdNBKLA,2023-03-04,208.0,6.0,7244.0,0.9975165128707886,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
wFK4tQWrewE,2023-03-03,23.0,21.0,14112.0,-0.9993078708648682,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
eImpAuK7pF8,2023-02-26,241.0,15.0,2790.0,0.9939823746681212,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
cHvoGk9wB-c,2023-03-03,92.0,913.0,541714.0,0.9985478520393372,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
gUDVQ4f8UcM,2023-03-06,190.0,8.0,12574.0,-0.988725483417511,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
jXU7q-6S838,2023-04-22,293.0,22.0,13819.0,-0.9907038807868958,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
KhQ2HnhkZFY,2023-03-02,294.0,5.0,2102.0,-0.9982312321662904,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
UhVzmMtS26M,2023-03-03,24960.0,53.0,166938.0,0.997703731060028,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
JuMuVGspz0g,2023-03-03,217.0,19.0,6278.0,0.998607337474823,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
MrhTh73moAA,2023-03-05,324.0,7.0,2592.0,0.993427276611328,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
1p4aFUQvKmg,2023-03-05,1459.0,55.0,15457.0,-0.9994187355041504,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
CkZHnxtE5IY,2023-03-09,278.0,17.0,2071.0,0.9979445338249208,Sakshi,investors summit,1,0,0,1,0,0,0,0,1,1,0
QBvtjQ15rvY,2023-01-30,98.0,0.0,872.0,0.9970883727073668,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Pgz_bZB0mwM,2023-01-11,321.0,0.0,340.0,0.996768355369568,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
HVmGho_eoUA,2023-03-04,244.0,3.0,2558.0,-0.9960230588912964,TV9,investors summit,0,0,1,0,0,0,1,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,investors summit,0,0,0,0,0,1,0,0,0,0,0
6mJh9oQCeBs,2023-03-06,347.0,2.0,10267.0,-0.992967963218689,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
K88db3Ui6Ow,2023-03-03,130.0,139.0,40985.0,0.9866238832473756,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
j1c-fQny8c4,2023-03-03,264.0,10.0,1421.0,0.998389720916748,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
arzNRRcjVw8,2023-03-19,321.0,0.0,4751.0,0.9350298047065736,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
yktRRb500ZU,2023-03-06,305.0,3.0,1101.0,-0.9952049255371094,TV5,investors summit,1,1,0,0,0,0,0,0,0,0,0
ypyxcAROKvg,2023-02-25,2113.0,30.0,2232.0,0.9981257319450378,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
GvV5d--K_gE,2023-03-03,106.0,32.0,32594.0,0.9980996251106262,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
ny0-N7TG9_E,2023-01-30,282.0,21.0,3282.0,-0.998464584350586,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
