ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,chintalapudi.png,tadikonda.png,palakollu.png,pulivendula.png,kanigiri.png,singanamala.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,vijayawada_east.png,kurupam.png,paderu.png,sambasivarao.png,tekkali.png
YzDYwIqkZBw,2023-03-24,336.0,3.0,1894.0,0.9943627119064332,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOPPBzFmtmI,2023-03-14,66.0,0.0,486.0,0.9983600974082948,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_mR3pt4r87o,2023-04-06,64.0,2.0,1094.0,0.9978727102279664,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ojfJx4BCULg,2023-04-02,268.0,3.0,1759.0,-0.9994773268699646,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7TsVyZ95u8,2021-11-18,488.0,103.0,41789.0,0.9985180497169496,Sakshi,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Vi0kl-BDMkk,2022-06-21,87.0,15.0,5048.0,0.9959017634391784,Sakshi,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P8U2i9ToI_c,2022-09-01,85.0,2.0,1565.0,-0.9756851196289062,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSAGi518jG8,2023-02-17,101.0,1.0,1130.0,0.9961686730384828,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_MWasewAJk,2022-04-20,616.0,27.0,20320.0,0.9969981908798218,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_VtwQMdPMg,2023-03-11,257.0,15.0,5413.0,-0.9978815913200378,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tQ9Ej5IxRqw,2023-02-27,285.0,0.0,384.0,0.9961066842079164,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dUspmUO4FeY,2022-10-28,80.0,0.0,783.0,0.9978669285774232,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMxKxvNevm8,2022-12-13,109.0,34.0,15640.0,0.9927822351455688,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fi1Jl5VQW5U,2022-04-20,71.0,213.0,305868.0,0.997779905796051,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arzNRRcjVw8,2023-03-19,321.0,0.0,4751.0,0.9350298047065736,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kovkDc5dKZw,2022-11-19,45.0,4.0,21101.0,-0.9973025321960448,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m2jiGPEuXn0,2023-03-18,165.0,12.0,11078.0,-0.9977174997329712,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nIaKmUIPMpk,2022-12-23,246.0,1.0,2659.0,0.993658483028412,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
cz3uHnqPFGI,2023-04-06,180.0,37.0,3736.0,-0.996630847454071,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE9HbvXK-uE,2023-01-06,299.0,27.0,12984.0,-0.9990466237068176,Sakshi,Vidadala Rajini,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
nsXpwqUCg2k,2023-04-06,5580.0,8.0,20870.0,0.9976621866226196,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yTbT9f-ajwE,2023-03-05,215.0,1.0,448.0,-0.9886434674263,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDS8NK51iJ8,2021-02-16,113.0,1.0,1614.0,0.9880295395851136,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QkgBqnKZpyg,2022-09-26,380.0,70.0,71616.0,0.9965456128120422,TV5,Vidadala Rajini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTqma8UUPhU,2022-11-14,188.0,1.0,702.0,-0.9928327798843384,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwgpQFwOe30,2023-02-02,352.0,0.0,803.0,0.9984902143478394,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zj1j2SV6Noo,2022-12-02,201.0,0.0,1675.0,-0.992383062839508,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zZJBPg7jQck,2023-04-06,255.0,745.0,344471.0,-0.995204210281372,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rew9FE4Kwqw,2022-09-08,90.0,0.0,2029.0,0.9943552017211914,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
