ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,punganur.png,raptadu.png,penukonda.png,vizianagaram_.png,ramkumar_reddy.png,gannavaram_vamsi.png,jaggayyapeta.png,Srungavarapukota.png,kodur.png,kadapa_l.png,srikakulam_.png,venkatagiri.png,urvakonda.png,Advocate _Sravan Kumar.png,srisailam.png,guntur_east.png,alur.png,vishakapatnam_west.png,undi.png,chodavaram.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vinukonda.png,sarvepalli.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,mangalagiri.png,repalle.png,rajempet_l.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,bhimavaram.png,vijayawada_east.png,rayachoti.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,jammalamadugu.png,kadiri.png,hindupur.png,denduluru.png,pawan.png,Narasannapeta.png
VbHr2u6b2_U,2022-07-30,245.0,34.0,12228.0,-0.9935582280158995,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pFznF8tQqyA,2023-03-05,274.0,22.0,16203.0,-0.9923499226570128,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0pFI496MC0,2023-03-09,125.0,25.0,14006.0,-0.9989427924156188,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHRePwU_zs4,2023-02-02,13308.0,1.0,37585.0,0.9985936284065248,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-y2QUoq8Acg,2021-10-05,77.0,19.0,5543.0,-0.993069589138031,Sakshi,Anam Ramanarayana Reddy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HtI05t_rEBI,2023-03-25,59.0,13.0,14310.0,-0.9984847903251648,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-uk2_kNUm4M,2023-02-06,304.0,23.0,7703.0,-0.983223021030426,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I_YO8Vag014,2022-11-03,175.0,3.0,2317.0,-0.9832139015197754,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZx7c9q2S3U,2023-03-17,58.0,8.0,5443.0,0.9980633854866028,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jiZ3Ot7TcBQ,2023-04-10,258.0,0.0,451.0,0.9962170720100404,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nX7TIFPH090,2023-03-24,175.0,11.0,17642.0,-0.9979720711708068,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
61Hywc0eKAk,2023-02-20,83.0,2.0,2539.0,-0.9979179501533508,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CshW9eHDa90,2023-03-25,192.0,53.0,42110.0,-0.9791485071182252,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5ythXc7zE0,2022-12-29,195.0,0.0,249.0,-0.998110055923462,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OHKa4a7-p4o,2023-03-17,113.0,0.0,545.0,-0.9958783388137816,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cundfbf5QcE,2023-03-09,299.0,17.0,26030.0,0.9966717958450316,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uHBUscR4k-0,2022-10-29,300.0,163.0,41436.0,0.9946895837783812,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIp9Ovgl-aU,2023-03-26,526.0,36.0,14792.0,-0.9971531629562378,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zXLmxU93NRg,2023-03-21,310.0,14.0,11757.0,0.9935221076011658,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D47YweiHRDk,2022-03-26,317.0,1.0,2497.0,0.9974682331085204,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7SXq74_CfLQ,2023-03-31,178.0,43.0,5965.0,-0.9925029277801514,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Q9NQpsexLbQ,2023-02-06,317.0,6.0,2534.0,-0.999226689338684,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9jxjay8lJOo,2023-02-15,98.0,54.0,30471.0,-0.9785005450248718,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UeL5BY0g55w,2022-12-12,360.0,13.0,5940.0,-0.9994788765907288,ABN,Anam Ramanarayana Reddy,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CZj_cyFJ-xA,2022-11-11,222.0,0.0,1078.0,-0.999487042427063,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v9wWnkNXXvM,2022-12-20,514.0,23.0,34329.0,0.986791491508484,TV5,Anam Ramanarayana Reddy,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avyw50QER9M,2022-11-30,83.0,1.0,918.0,0.9983615279197692,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-07wO-W9I-g,2023-01-03,116.0,73.0,36678.0,0.9747490882873536,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12O11ekXSHY,2022-10-17,60.0,4.0,3591.0,-0.9988709092140198,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53rDFUcLJhA,2023-03-26,307.0,4.0,8556.0,-0.994175136089325,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI3I-zShlJw,2023-01-04,98.0,4.0,1255.0,-0.9947304725646972,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_a8wT8Y0Ug,2022-02-21,131.0,6.0,39860.0,0.993937373161316,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
h7NS5nueTq0,2023-03-24,297.0,1.0,1485.0,0.9921829104423524,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dX5XlizN15Q,2022-08-11,262.0,10.0,2043.0,-0.9935888051986694,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmfodO4bg3Q,2023-02-17,33.0,0.0,1059.0,0.9594321846961976,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sK3LGgk6eFQ,2020-03-07,442.0,0.0,611.0,-0.995253562927246,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBrc-BhlsWQ,2022-01-03,274.0,100.0,37073.0,0.9984209537506104,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7gbnoaySf7s,2022-04-27,157.0,54.0,13211.0,0.9980841875076294,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I4AELJ_Ws6Y,2023-02-04,421.0,1.0,2248.0,-0.9930631518363952,TV9,Anam Ramanarayana Reddy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6r9RNhuzaCw,2023-02-15,490.0,21.0,18029.0,-0.989951193332672,ABN,Anam Ramanarayana Reddy,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
rri1PC_N1b0,2023-04-20,83.0,1.0,7261.0,0.989035189151764,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0q4-DZlTpaY,2023-03-26,83.0,1.0,2951.0,-0.9980629086494446,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian4zY6vZCE,2022-09-30,184.0,5.0,3352.0,-0.9990608096122742,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hcmLAnSxTOw,2022-12-20,501.0,29.0,78084.0,0.9944393634796144,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trQd7LnL994,2023-01-03,235.0,3.0,3493.0,-0.9980123043060304,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wViU2IMJQ30,2023-04-07,295.0,0.0,1084.0,-0.9900788068771362,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gzR2-hZZbsQ,2022-12-29,270.0,0.0,1208.0,0.9880004525184632,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oH5fb9UejAU,2022-08-28,342.0,12.0,6577.0,-0.9985623955726624,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6jeEFdTbCU,2023-02-24,281.0,2.0,2672.0,-0.9916881918907166,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5SMNuWVLKU,2023-01-31,55.0,155.0,82057.0,0.9985612034797668,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ts24sirUxFE,2022-11-29,390.0,16.0,18252.0,0.8823702931404114,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SZNPWZ95gxI,2023-01-31,27.0,4.0,9555.0,0.9760679602622986,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fEODaCkaff4,2019-12-21,63.0,0.0,894.0,0.9987139701843262,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gioZExNxFbA,2023-03-08,355.0,52.0,29657.0,0.9957088232040404,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3p11vbqDBbs,2023-03-29,309.0,56.0,99119.0,-0.9984128475189208,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9iBq4xgnLbU,2022-11-08,340.0,0.0,2402.0,-0.9935771822929382,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
svQgW4DbmS8,2023-02-24,350.0,46.0,10198.0,0.968288004398346,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hBUMuTAUgm8,2023-02-02,125.0,2.0,872.0,-0.9977866411209106,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tNmYS_vNrRU,2022-10-12,119.0,1.0,248.0,-0.9990622401237488,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vl5wyponECM,2022-06-01,250.0,7.0,5598.0,0.9981125593185424,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aDW6QrdxNe4,2023-03-07,246.0,15.0,8769.0,0.9957685470581056,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8z-QSq1VI8,2023-04-17,270.0,12.0,9232.0,-0.996616542339325,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
X-VuCxUOngo,2023-01-20,373.0,64.0,131589.0,-0.9947182536125184,TV9,Anam Ramanarayana Reddy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQLs08tAxEw,2023-03-20,175.0,4.0,3948.0,-0.9981182813644408,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yprSPT1BkiA,2023-04-03,139.0,0.0,442.0,-0.9945483803749084,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FkW-00JvWa8,2023-02-02,72.0,1.0,2665.0,-0.9977383613586426,TV9,Anam Ramanarayana Reddy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0BDOqRt3mo,2023-02-24,237.0,5.0,2365.0,-0.9938557744026184,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHV8seyu0qM,2023-02-08,88.0,26.0,13702.0,-0.9950333833694458,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l4oJR9TZwz0,2023-04-18,144.0,3.0,3856.0,-0.9989590644836426,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpkm6A1KkVY,2023-01-09,111.0,13.0,1016.0,-0.998376727104187,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-qx47ZrfjN4,2023-02-17,255.0,8.0,4830.0,-0.9941686391830444,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QkICbA_tu1Q,2022-10-13,117.0,2.0,2427.0,-0.9976760745048524,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nC6VirsRxIs,2023-04-15,150.0,12.0,19997.0,0.9892996549606324,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BZKMtACyOHU,2022-11-11,245.0,6.0,4982.0,-0.994236707687378,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AjksAtDCs,2022-06-20,93.0,1.0,3435.0,0.9977549910545348,Sakshi,Anam Ramanarayana Reddy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
