ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,banaganapalle.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,venkat_krishna.png,palakollu.png,cheepurupali.png,gajapathinagram.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png
e-BRh0zCQ7Q,2023-02-21,44.0,3.0,3084.0,-0.984064757823944,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eQELaqAaucM,2023-02-23,189.0,4.0,1786.0,-0.986546754837036,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RuA67NjjAI,2022-12-01,112.0,1.0,4462.0,-0.9953330159187316,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mTnhwjrItpA,2022-11-29,44.0,0.0,1308.0,-0.996742308139801,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HQSIKXbpMV4,2022-10-30,127.0,1.0,950.0,-0.993311643600464,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrYUP_yDi7o,2023-03-19,97.0,135.0,61497.0,-0.9904081225395204,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DV0rZbna5a8,2022-04-07,209.0,405.0,128709.0,-0.999450385570526,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ic3erJKsIvs,2023-04-11,459.0,9.0,3775.0,-0.99799782037735,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az9yEKFSaXg,2023-04-16,110.0,16.0,5705.0,-0.9987260699272156,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-H4vimtWQ8,2022-09-27,272.0,50.0,6726.0,0.9868866801261902,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FesG9ASoRPg,2022-10-04,430.0,426.0,237659.0,0.998422384262085,TV5, Botsa ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yiK7NNhvuyc,2022-10-06,205.0,60.0,29272.0,0.997226893901825,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K7mdMsu93e0,2023-02-11,192.0,1.0,1328.0,0.9956740736961364,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tw04kuSH2-k,2022-10-04,140.0,14.0,3620.0,-0.9968271851539612,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0EBMigMDa8,2022-12-02,276.0,14.0,1979.0,-0.9994901418685912,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-yqqmpHn1Os,2023-01-26,344.0,0.0,592.0,0.9968132376670836,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xTizBgBKMnw,2022-11-03,285.0,6.0,2475.0,-0.9990035891532898,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goUGStBzV8c,2022-11-06,290.0,3.0,2057.0,0.9985979199409484,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM1onSeMIJ4,2023-04-11,461.0,4.0,4988.0,-0.9979915618896484,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WysYZLSB_6w,2022-10-14,75.0,0.0,615.0,-0.977640688419342,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dxzAgNjrKig,2023-03-10,305.0,2.0,616.0,-0.9704136848449708,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sxhb4btXHtE,2023-01-21,255.0,0.0,1207.0,0.9977350234985352,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wkapL8vplWw,2022-10-07,125.0,4.0,1041.0,0.9850399494171144,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SyDJx0jkdA,2023-04-01,221.0,5.0,4474.0,-0.9910959005355836,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
