ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,vizianagaram_.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,kakinada.png,guntakal.png,eluru.png,palakollu.png,rajinikanth.png,gudivada.png,guntur_west.png,ankapalle.png,mandanapalli.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vishakapatnam_south.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,sattenapalli.png,Etcherla.png,Venkata_Mahesh.png,palamaner.png,prathipadu.png,paturi_nagabhusnam.png,bhimavaram.png,rayachoti.png,nandyal_l.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,denduluru.png,pawan.png
7-Xoa5yOwYM,2022-08-18,301.0,167.0,85940.0,-0.9981752634048462,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qBF7udoYGdM,2021-12-20,264.0,2.0,1811.0,0.9985700845718384,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
xrvxPKQoWUM,2023-02-06,54.0,150.0,147234.0,-0.9958023428916932,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdHT8lFVjwc,2022-04-27,383.0,563.0,378351.0,0.9978502988815308,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cGI28CMh4I,2023-04-13,212.0,5.0,11424.0,0.9984001517295836,TV5,Kodali Nani ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
qboKCT7hEeg,2022-12-26,329.0,3.0,2010.0,-0.9986578226089478,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
U4RtdV4vNS0,2023-02-28,165.0,8.0,4342.0,-0.9973638653755188,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mXSUoGXoB6M,2022-06-29,117.0,97.0,32881.0,-0.9570642709732056,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1Txid4YU4A,2022-11-29,71.0,13.0,4211.0,-0.9899529814720154,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-uk2_kNUm4M,2023-02-06,304.0,23.0,7703.0,-0.983223021030426,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95jQAIMA48M,2023-03-29,238.0,2.0,39698.0,-0.9988601207733154,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9TFc1EBUTk,2023-04-12,17290.0,4.0,58165.0,0.9979281425476074,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9lvh7JMpCU,2023-02-25,179.0,5.0,71867.0,-0.997499406337738,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqFoxtH02J8,2022-10-13,149.0,16.0,12584.0,-0.993129312992096,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDoG-MuBYrA,2022-10-21,531.0,207.0,95919.0,0.9544876217842102,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKRJPQRWjJ8,2023-01-27,320.0,177.0,136376.0,0.996560513973236,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uvz4DiZf2tc,2022-12-26,149.0,0.0,1394.0,0.9841254949569702,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_KIYH2SxsbA,2022-09-15,262.0,107.0,88061.0,-0.9993560910224916,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qkILO70bnZg,2023-02-24,11920.0,24.0,60706.0,0.9937135577201844,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eGIDuntie9E,2021-12-03,40446.0,50.0,130605.0,0.9984959363937378,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1R8P1oQWPk,2023-02-24,320.0,80.0,15979.0,-0.9978432655334472,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stR6Sc21YtQ,2022-12-26,225.0,8.0,3272.0,-0.997955322265625,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VuY4BFaVETY,2023-02-21,42898.0,11.0,66409.0,-0.9834383130073548,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4ggXxf0cdU,2021-09-21,1342.0,210.0,65286.0,-0.990931272506714,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iBIH2uqtjY,2023-02-06,164.0,18.0,10641.0,0.9966180920600892,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eI3K-ttZDYc,2022-09-09,195.0,14.0,2970.0,-0.9991859793663024,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WdG8EJPkTzc,2023-04-14,72.0,4.0,973.0,-0.9991154074668884,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wx9h0zk5_rQ,2022-11-05,4195.0,5.0,14286.0,-0.9930651187896729,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8EYiwXm8fbo,2023-01-28,38.0,530.0,741638.0,-0.9970539808273317,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nOAhSNSQwlA,2022-05-27,213.0,231.0,100148.0,-0.9989948868751526,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tLfk-16WdDg,2022-08-13,203.0,301.0,95268.0,-0.9926704168319702,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K97ORJAORoY,2023-03-03,42897.0,0.0,375513.0,-0.9938260912895204,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibKEo4BNwno,2023-02-17,253.0,10.0,2101.0,0.995149314403534,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
da1uAKF3uhw,2022-09-16,165.0,59.0,111848.0,0.9937784075737,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_a8wT8Y0Ug,2022-02-21,131.0,6.0,39860.0,0.993937373161316,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
eDvjPIoSRWI,2023-03-07,280.0,79.0,98019.0,0.9982411861419678,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAV_1QuGVxM,2022-11-24,185.0,39.0,40971.0,0.9938623905181884,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yOi2Dg3AsOA,2022-06-12,188.0,24.0,12515.0,-0.9964216947555542,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQqjTGiyc8w,2022-09-21,260.0,1.0,695.0,-0.9948868155479432,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEOcnOfpgmA,2023-04-14,198.0,10.0,2739.0,-0.9958207607269288,TV9,Kodali Nani ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0-DkewCPgL8,2023-04-14,50.0,2.0,3891.0,-0.9961121678352356,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oy4N_Z-6mDQ,2022-11-25,38500.0,1.0,79961.0,-0.9863371253013612,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXQ58u7RXmo,2023-04-14,145.0,5.0,4447.0,-0.9986874461174012,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6p2zNT6Uyg,2022-10-14,465.0,11.0,6925.0,-0.9994207620620728,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vztNv8RtYCU,2023-02-06,181.0,35.0,13835.0,-0.9958833456039428,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Q6NJypSsEo,2023-03-06,933.0,617.0,390628.0,0.9981755018234252,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fVnI7ehSdiA,2022-10-16,65.0,38.0,40149.0,0.9976512789726256,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V9dmoVop3Uk,2022-02-17,299.0,28.0,11110.0,-0.9845387935638428,Sakshi,Kodali Nani ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7gbnoaySf7s,2022-04-27,157.0,54.0,13211.0,0.9980841875076294,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ09OPdlSU8,2022-06-28,608.0,61.0,23689.0,-0.99624902009964,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4U4OGy0xbwk,2023-02-16,59.0,61.0,45394.0,0.9868820309638976,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHypcWlSDnI,2022-11-25,302.0,94.0,326364.0,-0.9982476234436036,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XA016uCczUw,2023-02-13,90.0,12.0,7560.0,-0.99401193857193,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-F8vei-I4FM,2022-12-26,1255.0,1.0,10126.0,0.9854641556739808,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-klgNvu6cc8,2023-02-23,13246.0,6.0,15555.0,-0.9929156303405762,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BcTmZ_GMlnQ,2023-04-19,152.0,170.0,214027.0,0.9964045286178588,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pvk5sjIyRSc,2022-10-14,291.0,6.0,4116.0,-0.9910914301872252,ABN,Kodali Nani ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0MrWqfGhvT4,2023-04-14,41.0,10.0,30260.0,-0.9975874423980712,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Z-wPTwKtpw,2022-10-13,214.0,9.0,3640.0,-0.9940233826637268,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j5xm6C5BY3U,2022-09-22,100.0,101.0,34906.0,-0.9992153644561768,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBcQZDocl6I,2023-02-08,446.0,26.0,9427.0,0.9984493255615234,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KakGR6zi_4,2023-02-18,159.0,27.0,8383.0,-0.9985722303390504,TV9,Kodali Nani ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E42SaZzUprQ,2023-02-25,272.0,161.0,144564.0,-0.9980459213256836,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bs_v0gbPvGQ,2022-12-09,143.0,6.0,3737.0,-0.9986863732337952,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w7_77pvLdjE,2023-04-03,42898.0,31.0,678447.0,-0.9919891953468324,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBB9WvIMZLs,2022-04-09,130.0,188.0,129701.0,-0.9984543323516846,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2sdKQc0mjQs,2022-04-07,370.0,189.0,268219.0,-0.9980131387710572,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCq4598B4nI,2023-02-06,81.0,1.0,938.0,-0.995698094367981,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AoEX1FPDSJU,2022-10-20,5100.0,0.0,9446.0,-0.9836204051971436,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fXQcKKZDy4o,2022-09-14,195.0,40.0,33029.0,-0.9994547963142396,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gStEmAKD0Yk,2023-02-02,195.0,22.0,14701.0,0.9915191531181335,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jXjz9Cfs1pg,2023-02-25,505.0,3.0,3566.0,0.9981423616409302,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V4bDdnarbhE,2023-02-04,9433.0,29.0,77726.0,0.9981377124786376,TV9,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMa7hoKHhIg,2022-12-26,357.0,31.0,22559.0,-0.9966268539428712,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-pI2sjCYzOE,2023-02-07,58.0,1.0,2074.0,-0.9983009696006776,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QPBUMhUNQVU,2023-03-06,47.0,145.0,96868.0,-0.970577359199524,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjgPisEvX4Q,2023-04-10,114.0,48.0,43722.0,0.9897819757461548,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYD0W0udHpA,2023-01-02,42900.0,3.0,42075.0,-0.985822856426239,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N66y-uomxpE,2022-03-09,196.0,29.0,20062.0,0.9957159161567688,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZOOkTz_yCc,2022-01-21,232.0,435.0,143185.0,-0.9984115362167358,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZzvWyc7L70,2022-12-02,484.0,7.0,7584.0,0.9964948296546936,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rsekFlEElA,2022-04-27,159.0,309.0,141206.0,-0.9992565512657166,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hYWX1sN7Jig,2022-10-31,105.0,20.0,4005.0,-0.9979459643363952,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5TB2XsQZeWs,2022-03-25,143.0,59.0,27031.0,-0.9903483390808104,Sakshi,Kodali Nani ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npv3XST_hic,2022-08-18,296.0,136.0,51302.0,-0.9984546899795532,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4BN0MstEsE,2023-03-03,186.0,84.0,394808.0,-0.9971206188201904,ABN,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Ml-OQB8RBI,2022-09-13,91.0,6.0,3571.0,-0.9981865286827089,TV5,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iJK4kAozKuI,2022-02-11,313.0,169.0,55335.0,-0.9881636500358582,Sakshi,Kodali Nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHJ-4lMCZjg,2022-01-25,175.0,22.0,10704.0,-0.990119695663452,Sakshi,Kodali Nani ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
